category,categories_all,media_tags,name,gen_pop_reach,all_reach,dem_reach,rep_reach
Tv||Shows By Genre||Comedy,Tv||Shows By Genre||Comedy|Tv||Shows By Network||Vimeo,,555,0.0011273273855702,0.0033608926530886,0.0043748060812907,0.0010302197802197
Podcasts||Society & Culture,Podcasts||Society & Culture|Tv||Shows By Genre||News & Information,tv_news,60 Minutes,0.0081094840961986,0.0231565503797808,0.0272727272727272,0.0171321733821733
Print Media||Magazines||Lifestyle,Print Media||Magazines||Lifestyle,,7X7,0.0012000581846392,0.0030248033877797,0.00394042817251,0.0011446886446886
Radio||Public,Radio||Public,radio_political,89.3 Kpcc,0.0006909425911559,0.0043019425959534,0.0060502637294446,0.0022893772893772
Websites||Technology,Websites||Technology,,9 To 5 Google,0.0036365399534522,0.0041002890367681,0.004964318957493,0.0043116605616605
Websites||Technology,Websites||Technology|Websites||Websites Extended,,9 To 5 Mac,0.0035274437548487,0.0040666801102372,0.00487123797704,0.0042353479853479
Radio||Sports,Radio||Sports,,98.5 The Sports Hub,0.0007757951900698,0.0016132284734825,0.0016134036611852,0.0022893772893772
Podcasts||Arts,Podcasts||Arts,,99% Invisible,0.0005454809930178,0.0027559319755327,0.0034439962767607,0.0012591575091575
Print Media||Journals,Print Media||Journals,,99U.com,0.0012364235841737,0.0025878873428782,0.0035681042506981,0.0017551892551892
Music||Music Venues,Music||Music Venues,,9:30 Club,0.0007879169899146,0.0072259192041406,0.010021718895439,0.0049984737484737
Websites||Humor,Websites||Humor,,9Gag,0.0034789565554693,0.0028903676816562,0.0036301582376667,0.0024420024420024
Youtube Channels||Foreign||Hong Kong,Youtube Channels||Foreign||Hong Kong,,9Gag Tv,0.0034668347556245,0.0028903676816562,0.0036301582376667,0.0024420024420024
Websites||News,Websites||News,news_website,9News.com - Denver,0.0018425135764158,0.0039322444041137,0.0046540490226497,0.0042353479853479
Youtube Channels||Reviews,Youtube Channels||Reviews,,9To5toys,0.0032971295577967,0.0039322444041137,0.0045609680421967,0.0039300976800976
Youtube Channels||Tech,Youtube Channels||Tech,,@Cut,0.0053457137315748,0.0023190159306311,0.0031647533354017,0.0016788766788766
Websites||Sports,Websites||Sports,,@Espnw,0.0019879751745539,0.0041002890367681,0.0047161030096183,0.0029761904761904
Music||Bands,Music||Bands,,@Rem,0.0008848913886733,0.0018820998857296,0.0023270245113248,0.0014499389499389
Tv||Networks||Entertainment,Tv||Networks||Entertainment,,A&E Networks,0.0080973622963537,0.0053438193184109,0.004778156996587,0.005303724053724
Movies||Studios,Movies||Studios,,A24,0.004266873545384,0.0054110371714727,0.0073223704623022,0.003319597069597
Print Media||Newsletters,Print Media||Newsletters,newspaper,Aamc News,0.000303044996121,0.0012435302816428,0.0015203226807322,0.0007249694749694
Print Media||Magazines||Lifestyle,Print Media||Magazines||Lifestyle,,Aarp,0.0013075120266436,0.0057471264367816,,
Print Media||Magazines||Business,Print Media||Magazines||Business,,Aba Journal,0.0005576027928626,0.0032264569469651,0.004219671113869,0.0027472527472527
Websites||Websites Extended,Websites||Websites Extended,,Abajournal.com,0.0005576027928626,0.0032264569469651,0.004219671113869,0.0027472527472527
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Katu - Portland,0.0009212567882079,0.0016468374000134,0.0021718895439031,0.0010302197802197
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Ketv - Omaha,0.0005576027928626,0.0012771392081736,0.0012100527458889,0.0013736263736263
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Kgtv - San Diego,0.0014061287820015,0.003260065873496,0.0040645361464474,0.0024420024420024
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Kgun - Tucson,0.0003272885958107,0.0007393963836795,0.0008067018305926,0.0013736263736263
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Kmbc - Kansas City,0.0008121605896043,0.002050144518384,0.0017375116351225,0.0025564713064713
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Kmgh - Denver,0.0010424747866563,0.0025542784163473,0.0026372944461681,0.0026327838827838
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Koco - Oklahoma City,0.0006182117920868,0.0014115749142972,0.0006205398696866,0.0018315018315018
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Kvue - Austin,0.0010909619860356,0.0034617194326813,0.0033198883028234,0.0030906593406593
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wftv - Orlando,0.0005212373933281,0.0016468374000134,0.0020477815699658,0.0016788766788766
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Whtm - Harrisburg,0.0002545577967416,0.0018820998857296,0.0009928637914986,0.0017933455433455
Tv||Networks||News,Tv||Networks||News,tv_news,"Abc - Wjla - Washington, D.c.",0.0011879363847944,0.0095113262082409,0.0108904747130003,0.0082799145299145
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wkrn - Nashville,0.0014061287820015,0.0018148820326678,0.0012721067328575,0.003319597069597
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wmur - Manchester,0.0004363847944142,0.0017140552530752,0.0017995656220912,0.0017170329670329
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wpbf - West Palm Beach,0.0004727501939487,0.000873832089803,0.0010238907849829,0.0012591575091575
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wrtv - Indianapolis,0.0004969937936384,0.0014451838408281,0.0009308098045299,0.0020222832722832
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wsoc - Charlotte,0.0008121605896043,0.0018148820326678,0.0019236735960285,0.00133547008547
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wtae - Pittsburgh,0.0005212373933281,0.0018148820326678,0.0018616196090598,0.0016025641025641
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wten - Albany,0.0007151861908456,0.0031928480204342,0.003754266211604,0.0023656898656898
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wtnh - New Haven,0.0005939681923972,0.0019157088122605,0.0017685386286068,0.0014499389499389
Tv||Networks||News,Tv||Networks||News,tv_news,Abc - Wtvd - Raleigh/ Durham/ Fayetteville,0.0009333785880527,0.0023190159306311,0.0022339435308718,0.0020985958485958
Websites||Websites Extended,Websites||Websites Extended,,Abc 10 News,0.0009333785880527,0.0015124016938898,0.0019857275829972,0.0012591575091575
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Abc,tv_news,Abc 2020,0.0291286850271528,0.0623109497882637,0.0652807942910332,0.052579365079365
Tv||Networks||Family,Tv||Networks||Family,,Abc Family,0.0028001357641582,0.0026887141224709,0.0024201054917778,0.0025564713064713
Websites||News,Websites||News,news_website,Abc News Go,0.028425620636152,0.0617395980372386,0.0642879304995346,0.0516254578754578
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Abc,tv_news,Abc World News,0.0058911947245927,0.0214424951267056,0.0230840831523425,0.0160637973137973
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information,tv_news,Abc World News Tonight,0.0039638285492629,0.014519056261343,0.0152963077877753,0.0112942612942612
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Kabc-Los Angeles,0.0041941427463149,0.0062512603347449,0.0085944771951597,0.0046550671550671
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Kgo-San Francisco,0.0030062063615205,0.0063184781878066,0.0074154514427551,0.0030906593406593
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Knxv-Phoenix,0.0014303723816912,0.0025542784163473,0.0024511324852621,0.0027472527472527
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Ktrk-Houston,0.0026425523661753,0.0045372050816696,0.0048091839900713,0.0038156288156288
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wabc-New York,0.0023879945694336,0.0083014048531289,0.0089357741234874,0.0061431623931623
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wcvb-Boston,0.0014909813809154,0.0048060764939167,0.0054297238597579,0.0040827228327228
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wfaa-Dallas,0.0020607059736229,0.0047052497143241,0.0041576171269004,0.0046932234432234
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wls-Chicago,0.0020000969743987,0.0054782550245345,0.0058641017685386,0.0032814407814407
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wplg-Miami,0.0008970131885182,0.0025542784163473,0.0027924294135898,0.0024038461538461
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wpvi-Philadelphia,0.0018546353762606,0.0047052497143241,0.0049022649705243,0.0045787545787545
Tv||Networks||News,Tv||Networks||News,tv_news,Abc-Wsb-Atlanta,0.0022788983708301,0.0049069032735094,0.0054297238597579,0.0049221611721611
Websites||Websites Extended,Websites||Websites Extended,,Abc.com,0.0022546547711404,0.0033608926530886,0.0041886441203847,0.0028235653235653
Websites||Websites Extended,Websites||Websites Extended,,Abc10.com,0.0005091155934833,0.0018148820326678,0.0022959975178405,0.0012591575091575
Websites||Websites Extended,Websites||Websites Extended,,Abc11.com,0.0009333785880527,0.0023190159306311,0.0022339435308718,0.0020985958485958
Websites||Websites Extended,Websites||Websites Extended,,Abc13.com,0.0020970713731574,0.0033945015796195,0.0032888613093391,0.003052503052503
Websites||Websites Extended,Websites||Websites Extended,,Abc15.com,0.0010909619860356,0.002352624857162,0.0022959975178405,0.002518315018315
Websites||Websites Extended,Websites||Websites Extended,,Abc27.com,0.0002545577967416,0.0018820998857296,0.0009928637914986,0.0017933455433455
Websites||Websites Extended,Websites||Websites Extended,,Abc7 New York,0.0023879945694336,0.0083014048531289,0.0089357741234874,0.0061431623931623
Websites||Websites Extended,Websites||Websites Extended,,Abc7 News,0.0053214701318851,0.0104859850776366,0.0134967421656841,0.0062957875457875
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,Above The Law,0.0009697439875872,0.0056799085837198,0.0071982624883648,0.0038156288156288
Print Media||Newspapers,Print Media||Newspapers,newspaper,Abraham Gutman (Journalist),0.0002060705973622,0.0020837534449149,0.0031957803288861,0.0007631257631257
Websites||Websites Extended,Websites||Websites Extended,,Abt.org,0.0010182311869666,0.0024534516367547,0.0034750232702451,0.0014117826617826
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Syndicated,tv_news,Access Hollywood,0.0032607641582622,0.0040666801102372,0.0040024821594787,0.0031669719169719
Websites||Websites Extended,Websites||Websites Extended,,Access Online,0.0032607641582622,0.0040666801102372,0.0040024821594787,0.0031669719169719
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,Accuracy In Media,0.0002788013964313,0.0013779659877663,0.0005274588892336,0.003319597069597
Websites||Websites Extended,Websites||Websites Extended,,Acgstaging.com,0.0008242823894491,0.0032264569469651,0.0036301582376667,0.0019459706959706
Websites||Websites Extended,Websites||Websites Extended,,Acl Festival,0.0022425329712955,0.003260065873496,0.0033819422897921,0.0024420024420024
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Cbs,tv_news,Acm Awards,0.002436481768813,0.0018820998857296,0.0016134036611852,0.0029380341880341
Websites||Websites Extended,Websites||Websites Extended,,Action Network,0.0011152055857253,0.0018148820326678,0.0019857275829972,0.0031669719169719
Websites||Websites Extended,Websites||Websites Extended,,Actionbronson.com,0.0026061869666408,0.0022181891510385,0.0026062674526838,0.0016788766788766
Print Media||Magazines||Business,Print Media||Magazines||Business|Websites||Websites Extended,news_website,Ad Age,0.0054548099301784,0.0139813134368488,0.0165373875271486,0.0116376678876678
Tv||Shows By Genre||Talk Shows,Tv||Shows By Genre||Talk Shows,,Adam Carolla And Friends Build Stuff Live,0.0055396625290923,0.0078980977347583,0.0062984796773192,0.0129349816849816
Youtube Channels||Comedy,Youtube Channels||Comedy,,Adam Conover,0.0022546547711404,0.0043355515224843,0.0055538318336953,0.0020222832722832
Print Media||Journals,Print Media||Journals,,Adam Feuerstein (Journalist),0.0005697245927075,0.0027559319755327,0.0034129692832764,0.0019841269841269
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,Adam Klasfeld (Journalist),0.0015152249806051,0.0071587013510788,0.0089668011169717,0.0042353479853479
Tv||Shows By Network||Travel,Tv||Shows By Network||Travel,,Adam Richman's Best Sandwich In America,0.0019394879751745,0.0031928480204342,0.0032578343158547,0.0026327838827838
Tv||Shows By Genre||Comedy,Tv||Shows By Genre||Comedy,,Adam Ruins Everything,0.0041214119472459,0.0055118639510654,0.0067949115730685,0.0031288156288156
Websites||Websites Extended,Websites||Websites Extended,,Addicted2success.com,0.0024849689681923,0.003528937285743,0.0033198883028234,0.0032432844932844
Websites||Websites Extended,Websites||Websites Extended,,Adelle Nazarian,0.0002666795965865,0.0014451838408281,0.0008067018305926,0.0025564713064713
Tv||Networks||Entertainment,Tv||Networks||Entertainment,,Adult Swim,0.0106550620636152,0.0071587013510788,0.0076326403971455,0.0057997557997558
Websites||Websites Extended,Websites||Websites Extended,,Adultswim.com,0.0046547711404189,0.0031928480204342,0.0039094011790257,0.0025946275946275
Websites||Websites Extended,Websites||Websites Extended,,Advocate.com,0.0017576609775019,0.0057471264367816,0.0074775054297238,0.0024420024420024
Websites||Entertainment,Websites||Entertainment,,Adweak,0.0007757951900698,0.0021173623714458,0.0029165373875271,0.0015262515262515
Print Media||Magazines||Business,Print Media||Magazines||Business|Websites||Websites Extended,news_website,Adweek,0.004266873545384,0.0113934260939705,0.0141793360223394,0.0091956654456654
Websites||Websites Extended,Websites||Websites Extended,,Aecf.org,0.0006545771916214,0.0035625462122739,0.0058020477815699,0.0020604395604395
Websites||Websites Extended,Websites||Websites Extended,,Aei.org,0.0009939875872769,0.0084358405592525,0.0056158858206639,0.0157967032967032
Print Media||Magazines||Lifestyle,Print Media||Magazines||Lifestyle,,Aeon Magazine,0.0006182117920868,0.002352624857162,0.0032268073223704,0.0012973137973137
Websites||Travel,Websites||Travel,,Afar Media,0.0009455003878975,0.0023190159306311,0.0027614024201054,0.0013736263736263
Websites||Websites Extended,Websites||Websites Extended,news_website,Afp.com,0.00190312257564,0.0114606439470323,0.0141793360223394,0.0077457264957264
Websites||Society,Websites||Society,,African American Policy Forum,0.0003878975950349,0.0025542784163473,0.0033198883028234,0.0010302197802197
Websites||Education And Culture,Websites||Education And Culture,,African Archives,0.0026183087664856,0.0049405122000403,0.0060502637294446,0.0025946275946275
Websites||Websites Extended,Websites||Websites Extended,,Afrobella.com,0.0013091543832428,0.0023862337836929,0.0031957803288861,0.0009157509157509
Podcasts||Sports,Podcasts||Sports,,Against All Odds With Cousin Sal,0.0019637315748642,0.0047052497143241,0.005057399937946,0.0037393162393162
Tv||Shows By Genre||Drama,Tv||Shows By Genre||Drama,,Agents Of Shield,0.0063275795190069,0.0068562210123008,0.0071051815079118,0.0051510989010989
Print Media||Newsletters,Print Media||Newsletters,newspaper,Agri-Pulse,0.0001697051978277,0.0013779659877663,0.0012100527458889,0.0023275335775335
Websites||Websites Extended,Websites||Websites Extended,,Aimeemann.com,0.0015758339798293,0.0031928480204342,0.0050884269314303,0.0016788766788766
Websites||Travel,Websites||Travel,,Airbnb,0.0118672420480993,0.0408684546615581,0.051970214086255,0.0274725274725274
Websites||Travel,Websites||Travel,,Airfare Watchdog,0.0036486617532971,0.00947771728171,0.0108904747130003,0.0062194749694749
Websites||Websites Extended,Websites||Websites Extended,,Airfarewatchdog.com,0.0036486617532971,0.00947771728171,0.0108904747130003,0.0062194749694749
Tv||Shows By Genre||Comedy,Tv||Shows By Genre||Comedy|Tv||Shows By Network||Netflix,,Aj And The Queen,0.0075276377036462,0.0101162868857968,0.0108904747130003,0.005303724053724
Websites||Sports,Websites||Sports,,Al Jazeera,0.0119278510473235,0.0335753176043557,0.0433136829041266,0.0190018315018315
Websites||News,Websites||News,news_website,Al Jazeera English,0.0093822730799069,0.0285675875512536,0.0361774744027303,0.0170177045177045
Youtube Channels||Entertainment,Youtube Channels||Entertainment,,Alaska Thunderfuck,0.0036001745539177,0.0031592390939033,0.0036922122246354,0.0018696581196581
Websites||Websites Extended,Websites||Websites Extended,,Alaskaair.com,0.0027516485647788,0.0058479532163742,0.0064225876512565,0.0048840048840048
Print Media||Newspapers,Print Media||Newspapers,newspaper,Albany Times Union,0.0004848719937936,0.0029911944612489,0.0035370772572137,0.0022893772893772
Print Media||Newspapers,Print Media||Newspapers|Websites||Websites Extended,newspaper,Aldotcom,0.0007394297905352,0.0020837534449149,0.0019547005895128,0.003052503052503
Podcasts||Politics/Government,Podcasts||Politics/Government,podcast_political,Alex Ward (Journalist),0.0003151667959658,0.0042011158163608,0.0059261557555072,0.0029761904761904
Print Media||Publishing Houses,Print Media||Publishing Houses,,Algonquin Books,0.0012364235841737,0.0015124016938898,0.0018305926155755,0.0011446886446886
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Fusion,tv_news,Alicia Menendez Tonight,0.0005818463925523,0.0056799085837198,0.0082531802668321,0.0022130647130647
Websites||Websites Extended,Websites||Websites Extended,news_website,Aljazeera.com,0.0093822730799069,0.0286011964777844,0.0361774744027303,0.0170177045177045
Websites||Video,Websites||Video,,All Def Digital,0.0047881109387121,0.0025206694898164,0.0025752404591995,0.0022893772893772
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Msnbc,tv_news,All In With Chris Hayes,0.0020607059736229,0.0088391476776231,0.0115420415761712,0.0051510989010989
Podcasts||Music,Podcasts||Music,,All Songs Considered,0.0157583397982932,0.0148887544531827,0.0321439652497673,0.0141559829059829
Podcasts||Arts,Podcasts||Arts,,All The Books!,0.0017576609775019,0.0035961551388048,0.0042817251008377,0.0019078144078144
Podcasts||Tv & Film,Podcasts||Tv & Film,,All The Right Movies,0.0019273661753297,0.0052766014653491,0.0060812907229289,0.0056471306471306
Print Media||Magazines||Fashion,Print Media||Magazines||Fashion|Websites||Websites Extended,,Allure Magazine,0.0024001163692785,0.0032264569469651,0.0035991312441824,0.002785409035409
Youtube Channels||Howto,Youtube Channels||Howto,,Alpha M.,0.0031153025601241,0.002352624857162,0.0017064846416382,0.0029380341880341
Websites||News,Websites||News,news_website,Alternet,0.0009455003878975,0.0033272837265577,0.005057399937946,0.0014499389499389
Websites||Websites Extended,Websites||Websites Extended,,Alternet.org,0.0009455003878975,0.0033272837265577,0.005057399937946,0.0014499389499389
Websites||Websites Extended,Websites||Websites Extended,,Alyssa-J-Milano.com,0.0117702676493405,0.018350473885864,0.0227738132174992,0.0142322954822954
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Msnbc,tv_news,Am Joy,0.0026910395655546,0.010654029710291,0.0133105802047781,0.0046932234432234
Websites||Health And Fitness,Websites||Health And Fitness,,Ama,0.0027637703646237,0.0070242656449553,0.0082221532733478,0.0057615995115995
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,Amanda Carpenter (Political Commentator),0.0014788595810705,0.0119983867715265,0.0115420415761712,0.0127442002442002
Websites||Websites Extended,Websites||Websites Extended,,Amanet.org,0.0024728471683475,0.0051421657592256,0.0048091839900713,0.0052274114774114
Tv||Shows By Network||Pbs,Tv||Shows By Network||Pbs,,Amanpour & Company,0.0060608999224204,0.0265510519594004,0.0349674216568414,0.0156440781440781
Websites||Shopping And Ecommerce,Websites||Shopping And Ecommerce,,Amazon,0.0384261055081458,0.0535726288902332,0.0579273968352466,0.0529609279609279
Streaming Services,Streaming Services|Youtube Channels||Unorganized,,Amazon Music,0.0053093483320403,0.0060159978490287,0.0070121005274588,0.0062194749694749
Streaming Services,Streaming Services,,Amazon Prime Video,0.0152855896043444,0.0188209988572965,0.0208191126279863,0.0187347374847374
Websites||Cloud Storage,Websites||Cloud Storage,,Amazon S3,0.0024728471683475,0.0044027693755461,0.0043437790878063,0.0040445665445665
Websites||Web Hosting,Websites||Web Hosting,,Amazon Web Services Cloud Front,0.002436481768813,0.0044027693755461,0.0043437790878063,0.0040445665445665
Tv||Networks||Movies,Tv||Networks||Movies,,Amc,0.0106429402637703,0.010654029710291,0.0089357741234874,0.0120955433455433
Tv||Networks||Entertainment,Tv||Networks||Entertainment,,Amc Networks,0.0020849495733126,0.0027559319755327,0.0029475643810114,0.0024038461538461
Websites||Websites Extended,Websites||Websites Extended,,Amc.com,0.0033213731574864,0.0036633729918666,0.0037852932050884,0.0032051282051282
Websites||Websites Extended,Websites||Websites Extended,,Amctheatres.com,0.0041214119472459,0.0046380318612623,0.0050263729444616,0.0046169108669108
Podcasts||News,Podcasts||News,podcast_political,America First!,0.0001575833979829,0.0009074410163339,0.0002792429413589,0.0019459706959706
Tv||Shows By Genre||Documentary,Tv||Shows By Genre||Documentary|Tv||Shows By Network||Smithsonian,,America In Color,0.0031274243599689,0.0031256301673724,0.0031026993484331,0.0025564713064713
Print Media||Magazines||Politics,Print Media||Magazines||Politics,newspaper,America Magazine - The Jesuit Review,0.0004848719937936,0.0023190159306311,0.0027924294135898,0.0014499389499389
Tv||Shows By Genre||Reality,Tv||Shows By Genre||Reality|Tv||Shows By Network||Nbc,,America's Got Talent,0.0096610744763382,0.0061840424816831,0.0050263729444616,0.0073641636141636
Tv||Shows By Network||Fox News,Tv||Shows By Network||Fox News,tv_news,America's News Headquarters,0.0001818269976726,0.0008402231632721,0.0003102699348433,0.0014880952380952
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Fox News,tv_news,America's Newsroom,0.0004363847944142,0.0023862337836929,0.0005584858827179,0.0053800366300366
Tv||Shows By Genre||Food,Tv||Shows By Genre||Food|Tv||Shows By Network||Food,,America's Test Kitchen,0.0051275213343677,0.0064193049673993,0.0073844244492708,0.0049984737484737
Websites||Websites Extended,Websites||Websites Extended,,Americamagazine.org,0.00037577579519,0.0022517980775694,0.0026993484331368,0.0014499389499389
Print Media||Magazines||Business,Print Media||Magazines||Business,,American Banker,0.00037577579519,0.0026887141224709,0.0028544834005584,0.0028617216117216
Tv||Shows By Genre||Reality,Tv||Shows By Genre||Reality|Tv||Shows By Network||Viceland,,American Boyband,0.0041820209464701,0.0052429925388183,0.0062364256903506,0.0038156288156288
Print Media||Magazines||Politics,Print Media||Magazines||Politics,newspaper,American Conservative,0.0004242629945694,0.0028903676816562,0.0016444306546695,0.0051510989010989
Tv||Shows By Genre||Arts & Culture,Tv||Shows By Genre||Arts & Culture|Tv||Shows By Genre||Drama|Tv||Shows By Network||Pbs,,American Experience,0.0012606671838634,0.0017812731061369,0.0022649705243561,0.0017170329670329
Movies||Studios,Movies||Studios,,American Film Institute,0.0016364429790535,0.0021509712979767,0.0023890784982935,0.0014499389499389
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,American Greatness,0.0001939487975174,0.0007393963836795,0.0002792429413589,0.0021749084249084
Tv||Shows By Genre||Horror & Suspense,Tv||Shows By Genre||Horror & Suspense|Tv||Shows By Network||Fx,,American Horror Story,0.0048365981380915,0.0037978086979901,0.004033509152963,0.0032814407814407
Tv||Shows By Genre||Music,Tv||Shows By Genre||Music|Tv||Shows By Genre||Reality|Tv||Shows By Network||Fox,,American Idol,0.0077337083010085,0.005612690730658,0.005150480918399,0.006753663003663
Print Media||Magazines||Business,Print Media||Magazines||Business,,American Lawyer,0.0004121411947245,0.002050144518384,0.0028544834005584,0.0016788766788766
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,American Majority,0.0003272885958107,0.0023862337836929,0.0006825938566552,0.0045405982905982
Print Media||Magazines||Hobbies,Print Media||Magazines||Hobbies,,American Rifleman,0.0006303335919317,0.0009410499428648,0.0004343779087806,0.0020222832722832
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,American Thinker,0.0002545577967416,0.000873832089803,0.0003723239218119,0.0017170329670329
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Msnbc,tv_news,American Voices,0.0003394103956555,0.0037978086979901,0.0044368600682593,0.0024038461538461
Websites||Websites Extended,Websites||Websites Extended,,Americanbanker.com,0.00037577579519,0.0026887141224709,0.0028544834005584,0.0028617216117216
Websites||Websites Extended,Websites||Websites Extended,,Americanbar.org,0.000606089992242,0.0034617194326813,0.0045609680421967,0.002251221001221
Websites||Websites Extended,Websites||Websites Extended,,Americanexpressbusiness.com,0.0055881497284716,0.0127041742286751,0.0122556624263108,0.0102640415140415
Websites||Websites Extended,Websites||Websites Extended,,Americanfunds.com,0.0011273273855702,0.0014451838408281,0.0013651877133105,0.0016788766788766
Print Media||Newspapers,Print Media||Newspapers|Websites||News,newspaper|news_website,Amnewyork,0.0006424553917765,0.0030920212408415,0.0035060502637294,0.0016025641025641
Websites||News,Websites||News,news_website,Amuse (Media),0.0009576221877424,0.0020165355918531,0.0008687558175612,0.0041971916971916
Websites||Websites Extended,Websites||Websites Extended,,Amymcgrathforcongress.com,0.0030668153607447,0.0122672581837736,0.0156065777226186,0.0068299755799755
Websites||Family And Parenting,Websites||Family And Parenting,,Ancestry.com,0.0015394685802948,0.0015796195469516,0.0016444306546695,0.0018696581196581
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Cnn,tv_news,Anderson Cooper 360,0.0303166214119472,0.0738052026618269,0.0880856345020167,0.0549068986568986
Tv||Shows By Genre||News & Information,Tv||Shows By Genre||News & Information|Tv||Shows By Network||Msnbc,tv_news,Andrea Mitchell Reports,0.0048850853374709,0.0327014855145526,0.0403040645361464,0.0195741758241758
Youtube Channels||Howto,Youtube Channels||Howto,,Andreaschoice,0.00380624515128,0.002352624857162,0.0030406453614644,0.0016788766788766
Podcasts||News,Podcasts||News,podcast_political,Andreessen Horowitz,0.0034547129557796,0.0123008671103044,0.0128451753025131,0.0096153846153846
Radio||Talk Shows & Hosts,Radio||Talk Shows & Hosts,,Andrew Brandt,0.0014546159813809,0.0043019425959534,0.0038163201985727,0.0040827228327228
Print Media||Newsletters,Print Media||Newsletters,newspaper,Andrew Chen's Essays,0.0018546353762606,0.0054446460980036,0.0066397766056469,0.0039682539682539
Websites||Law Government And Politics,Websites||Law Government And Politics,news_website,Andrew Lawrence (Media Watchdog),0.0004969937936384,0.0027223230490018,0.0035060502637294,0.0011828449328449
Websites||Websites Extended,Websites||Websites Extended,,Andrewgillum.com,0.0041698991466252,0.015997849028702,0.0224945702761402,0.0080128205128205
Websites||Technology,Websites||Technology|Websites||Websites Extended|Youtube Channels||Tech,,Android Authority,0.0043759697439875,0.0024198427102238,0.0020788085634502,0.0028235653235653
Tv||Shows By Genre||Health & Wellness,Tv||Shows By Genre||Health & Wellness,,André Picard (Journalist),0.0001818269976726,0.0013779659877663,0.0020167545764815,0.0008394383394383
Websites||News,Websites||News,news_website,Andscape,0.001600077579519,0.0051085568326947,0.0085634502016754,0.0026709401709401
Radio||Talk Shows & Hosts,Radio||Talk Shows & Hosts,,Andy Katz,0.0035153219550038,0.0077636620286348,0.0075705864101768,0.0099969474969474
Websites||Blog,Websites||Blog,,Angelamaiers.com,0.0009576221877424,0.0020837534449149,0.0015823766677008,0.0017551892551892
Websites||Crowdfunding,Websites||Crowdfunding,,Angellist,0.0022182893716058,0.0049069032735094,0.0062674526838349,0.0041208791208791
Websites||Entertainment,Websites||Entertainment,,Angry Asian Man,0.000678820791311,0.0039994622571755,0.0055228048402109,0.0016407203907203
Websites||Websites Extended,Websites||Websites Extended,,Animalplanet.com,0.0032971295577967,0.0033608926530886,0.0035370772572137,0.003586691086691
Print Media||Newspapers,Print Media||Newspapers,newspaper,Ann Telnaes (Editorial Cartoonist),0.0004000193948797,0.0023190159306311,0.0030096183679801,0.0008394383394383
